NACE,Industrial Ecosystem,Horizontal code or not,NACE (Level 2),TIME_PERIOD,geo,Value added weight,Industrial Ecosystem&NACE&Horizontal code or not,Horizontal NACE code,Turnover weight,Persons employed weight,Employees in FTEs weight,Amount of Enterprises weight
M71,Construction,TRUE,M71,2018,AT,0.00031333,ConstructionE37TRUE,E37,0.00031333,0.00031333,0.00031333,0.00031333
N81,Construction,TRUE,N81,2018,AT,0.000482351,ConstructionE37TRUE,E37,0.000482351,0.000482351,0.000482351,0.000482351
C31,Construction,TRUE,C31,2019,AT,0.000165541,ConstructionE37TRUE,E37,0.000165541,0.000165541,0.000165541,0.000165541
F41,Construction,TRUE,F41,2019,AT,0.000559409,ConstructionE37TRUE,E37,0.000559409,0.000559409,0.000559409,0.000559409
F42,Construction,TRUE,F42,2019,AT,0.000298022,ConstructionE37TRUE,E37,0.000298022,0.000298022,0.000298022,0.000298022
F43,Construction,TRUE,F43,2019,AT,0.001232073,ConstructionE37TRUE,E37,0.001232073,0.001232073,0.001232073,0.001232073
M71,Construction,TRUE,M71,2019,AT,0.00033347,ConstructionE37TRUE,E37,0.00033347,0.00033347,0.00033347,0.00033347
N81,Construction,TRUE,N81,2019,AT,0.000497848,ConstructionE37TRUE,E37,0.000497848,0.000497848,0.000497848,0.000497848
C31,Construction,TRUE,C31,2020,AT,0.000186021,ConstructionE37TRUE,E37,0.000186021,0.000186021,0.000186021,0.000186021
F41,Construction,TRUE,F41,2020,AT,0.000503045,ConstructionE37TRUE,E37,0.000503045,0.000503045,0.000503045,0.000503045
F42,Construction,TRUE,F42,2020,AT,0.000292961,ConstructionE37TRUE,E37,0.000292961,0.000292961,0.000292961,0.000292961
F43,Construction,TRUE,F43,2020,AT,0.001127129,ConstructionE37TRUE,E37,0.001127129,0.001127129,0.001127129,0.001127129
M71,Construction,TRUE,M71,2020,AT,0.000253766,ConstructionE37TRUE,E37,0.000253766,0.000253766,0.000253766,0.000253766
N81,Construction,TRUE,N81,2020,AT,0.000435388,ConstructionE37TRUE,E37,0.000435388,0.000435388,0.000435388,0.000435388
C31,Construction,TRUE,C31,2021,AT,0.000158092,ConstructionE37TRUE,E37,0.000158092,0.000158092,0.000158092,0.000158092
F41,Construction,TRUE,F41,2021,AT,0.000411679,ConstructionE37TRUE,E37,0.000411679,0.000411679,0.000411679,0.000411679
F42,Construction,TRUE,F42,2021,AT,0.00024088,ConstructionE37TRUE,E37,0.00024088,0.00024088,0.00024088,0.00024088
F43,Construction,TRUE,F43,2021,AT,0.000947773,ConstructionE37TRUE,E37,0.000947773,0.000947773,0.000947773,0.000947773
M71,Construction,TRUE,M71,2021,AT,0.00020785,ConstructionE37TRUE,E37,0.00020785,0.00020785,0.00020785,0.00020785
N81,Construction,TRUE,N81,2021,AT,0.000438867,ConstructionE37TRUE,E37,0.000438867,0.000438867,0.000438867,0.000438867
C31,Construction,TRUE,C31,2022,AT,5.68E-05,ConstructionE37TRUE,E37,5.68E-05,5.68E-05,5.68E-05,5.68E-05
F41,Construction,TRUE,F41,2022,AT,0.000405118,ConstructionE37TRUE,E37,0.000405118,0.000405118,0.000405118,0.000405118
F42,Construction,TRUE,F42,2022,AT,0.000223289,ConstructionE37TRUE,E37,0.000223289,0.000223289,0.000223289,0.000223289
F43,Construction,TRUE,F43,2022,AT,0.000905154,ConstructionE37TRUE,E37,0.000905154,0.000905154,0.000905154,0.000905154
M71,Construction,TRUE,M71,2022,AT,0.000195733,ConstructionE37TRUE,E37,0.000195733,0.000195733,0.000195733,0.000195733
N81,Construction,TRUE,N81,2022,AT,0.000339108,ConstructionE37TRUE,E37,0.000339108,0.000339108,0.000339108,0.000339108
C31,Construction,TRUE,C31,2023,AT,0.00015202,ConstructionE37TRUE,E37,0.00015202,0.00015202,0.00015202,0.00015202
F41,Construction,TRUE,F41,2023,AT,0.00052111,ConstructionE37TRUE,E37,0.00052111,0.00052111,0.00052111,0.00052111
F42,Construction,TRUE,F42,2023,AT,0.000298669,ConstructionE37TRUE,E37,0.000298669,0.000298669,0.000298669,0.000298669
F43,Construction,TRUE,F43,2023,AT,0.00120492,ConstructionE37TRUE,E37,0.00120492,0.00120492,0.00120492,0.00120492
M71,Construction,TRUE,M71,2023,AT,0.000263542,ConstructionE37TRUE,E37,0.000263542,0.000263542,0.000263542,0.000263542
N81,Construction,TRUE,N81,2023,AT,0.000516406,ConstructionE37TRUE,E37,0.000516406,0.000516406,0.000516406,0.000516406
F41,Construction,TRUE,F41,2008,BE,0.002715296,ConstructionE37TRUE,E37,0.002715296,0.002715296,0.002715296,0.002715296
F42,Construction,TRUE,F42,2008,BE,0.001476282,ConstructionE37TRUE,E37,0.001476282,0.001476282,0.001476282,0.001476282
F43,Construction,TRUE,F43,2008,BE,0.006113409,ConstructionE37TRUE,E37,0.006113409,0.006113409,0.006113409,0.006113409
M71,Construction,TRUE,M71,2008,BE,0.000353646,ConstructionE37TRUE,E37,0.000353646,0.000353646,0.000353646,0.000353646
N81,Construction,TRUE,N81,2008,BE,0.000737879,ConstructionE37TRUE,E37,0.000737879,0.000737879,0.000737879,0.000737879
C31,Construction,TRUE,C31,2008,BE,0.000103775,ConstructionE37TRUE,E37,0.000103775,0.000103775,0.000103775,0.000103775
F41,Construction,TRUE,F41,2009,BE,0.002746795,ConstructionE37TRUE,E37,0.002746795,0.002746795,0.002746795,0.002746795
F42,Construction,TRUE,F42,2009,BE,0.001500399,ConstructionE37TRUE,E37,0.001500399,0.001500399,0.001500399,0.001500399
F43,Construction,TRUE,F43,2009,BE,0.006200675,ConstructionE37TRUE,E37,0.006200675,0.006200675,0.006200675,0.006200675
M71,Construction,TRUE,M71,2009,BE,0.000436824,ConstructionE37TRUE,E37,0.000436824,0.000436824,0.000436824,0.000436824
N81,Construction,TRUE,N81,2009,BE,0.000834032,ConstructionE37TRUE,E37,0.000834032,0.000834032,0.000834032,0.000834032
C31,Construction,TRUE,C31,2009,BE,0.000102559,ConstructionE37TRUE,E37,0.000102559,0.000102559,0.000102559,0.000102559
F41,Construction,TRUE,F41,2010,BE,0.002628912,ConstructionE37TRUE,E37,0.002628912,0.002628912,0.002628912,0.002628912
F42,Construction,TRUE,F42,2010,BE,0.001238383,ConstructionE37TRUE,E37,0.001238383,0.001238383,0.001238383,0.001238383
F43,Construction,TRUE,F43,2010,BE,0.004987062,ConstructionE37TRUE,E37,0.004987062,0.004987062,0.004987062,0.004987062
M71,Construction,TRUE,M71,2010,BE,0.00037873,ConstructionE37TRUE,E37,0.00037873,0.00037873,0.00037873,0.00037873
N81,Construction,TRUE,N81,2010,BE,0.000539985,ConstructionE37TRUE,E37,0.000539985,0.000539985,0.000539985,0.000539985
C31,Construction,TRUE,C31,2010,BE,0.000102612,ConstructionE37TRUE,E37,0.000102612,0.000102612,0.000102612,0.000102612
F41,Construction,TRUE,F41,2011,BE,0.002203893,ConstructionE37TRUE,E37,0.002203893,0.002203893,0.002203893,0.002203893
F42,Construction,TRUE,F42,2011,BE,0.001128636,ConstructionE37TRUE,E37,0.001128636,0.001128636,0.001128636,0.001128636
F43,Construction,TRUE,F43,2011,BE,0.004612903,ConstructionE37TRUE,E37,0.004612903,0.004612903,0.004612903,0.004612903
M71,Construction,TRUE,M71,2011,BE,0.000290835,ConstructionE37TRUE,E37,0.000290835,0.000290835,0.000290835,0.000290835
N81,Construction,TRUE,N81,2011,BE,0.000463894,ConstructionE37TRUE,E37,0.000463894,0.000463894,0.000463894,0.000463894
C31,Construction,TRUE,C31,2011,BE,8.55E-05,ConstructionE37TRUE,E37,8.55E-05,8.55E-05,8.55E-05,8.55E-05
F41,Construction,TRUE,F41,2012,BE,0.002184915,ConstructionE37TRUE,E37,0.002184915,0.002184915,0.002184915,0.002184915
F42,Construction,TRUE,F42,2012,BE,0.001183295,ConstructionE37TRUE,E37,0.001183295,0.001183295,0.001183295,0.001183295
F43,Construction,TRUE,F43,2012,BE,0.004941025,ConstructionE37TRUE,E37,0.004941025,0.004941025,0.004941025,0.004941025
M71,Construction,TRUE,M71,2012,BE,0.000302178,ConstructionE37TRUE,E37,0.000302178,0.000302178,0.000302178,0.000302178
N81,Construction,TRUE,N81,2012,BE,0.000479109,ConstructionE37TRUE,E37,0.000479109,0.000479109,0.000479109,0.000479109
C31,Construction,TRUE,C31,2012,BE,8.73E-05,ConstructionE37TRUE,E37,8.73E-05,8.73E-05,8.73E-05,8.73E-05
F41,Construction,TRUE,F41,2013,BE,0.002117961,ConstructionE37TRUE,E37,0.002117961,0.002117961,0.002117961,0.002117961
F42,Construction,TRUE,F42,2013,BE,0.001255544,ConstructionE37TRUE,E37,0.001255544,0.001255544,0.001255544,0.001255544
F43,Construction,TRUE,F43,2013,BE,0.005043046,ConstructionE37TRUE,E37,0.005043046,0.005043046,0.005043046,0.005043046
M71,Construction,TRUE,M71,2013,BE,0.000315515,ConstructionE37TRUE,E37,0.000315515,0.000315515,0.000315515,0.000315515
N81,Construction,TRUE,N81,2013,BE,0.000486268,ConstructionE37TRUE,E37,0.000486268,0.000486268,0.000486268,0.000486268
C31,Construction,TRUE,C31,2013,BE,8.12E-05,ConstructionE37TRUE,E37,8.12E-05,8.12E-05,8.12E-05,8.12E-05
F41,Construction,TRUE,F41,2014,BE,0.004354727,ConstructionE37TRUE,E37,0.004354727,0.004354727,0.004354727,0.004354727
F42,Construction,TRUE,F42,2014,BE,0.002738508,ConstructionE37TRUE,E37,0.002738508,0.002738508,0.002738508,0.002738508
F43,Construction,TRUE,F43,2014,BE,0.010913854,ConstructionE37TRUE,E37,0.010913854,0.010913854,0.010913854,0.010913854
M71,Construction,TRUE,M71,2014,BE,0.000458817,ConstructionE37TRUE,E37,0.000458817,0.000458817,0.000458817,0.000458817
N81,Construction,TRUE,N81,2014,BE,0.001058189,ConstructionE37TRUE,E37,0.001058189,0.001058189,0.001058189,0.001058189
C31,Construction,TRUE,C31,2014,BE,0.00014964,ConstructionE37TRUE,E37,0.00014964,0.00014964,0.00014964,0.00014964
F41,Construction,TRUE,F41,2015,BE,0.003424077,ConstructionE37TRUE,E37,0.003424077,0.003424077,0.003424077,0.003424077
F42,Construction,TRUE,F42,2015,BE,0.002088862,ConstructionE37TRUE,E37,0.002088862,0.002088862,0.002088862,0.002088862
F43,Construction,TRUE,F43,2015,BE,0.008680709,ConstructionE37TRUE,E37,0.008680709,0.008680709,0.008680709,0.008680709
M71,Construction,TRUE,M71,2015,BE,0.001958106,ConstructionE37TRUE,E37,0.001958106,0.001958106,0.001958106,0.001958106
N81,Construction,TRUE,N81,2015,BE,0.002953995,ConstructionE37TRUE,E37,0.002953995,0.002953995,0.002953995,0.002953995
C31,Construction,TRUE,C31,2015,BE,7.73E-05,ConstructionE37TRUE,E37,7.73E-05,7.73E-05,7.73E-05,7.73E-05
F41,Construction,TRUE,F41,2016,BE,0.003522414,ConstructionE37TRUE,E37,0.003522414,0.003522414,0.003522414,0.003522414
F42,Construction,TRUE,F42,2016,BE,0.001916439,ConstructionE37TRUE,E37,0.001916439,0.001916439,0.001916439,0.001916439
F43,Construction,TRUE,F43,2016,BE,0.008492267,ConstructionE37TRUE,E37,0.008492267,0.008492267,0.008492267,0.008492267
M71,Construction,TRUE,M71,2016,BE,0.001870124,ConstructionE37TRUE,E37,0.001870124,0.001870124,0.001870124,0.001870124
N81,Construction,TRUE,N81,2016,BE,0.002963724,ConstructionE37TRUE,E37,0.002963724,0.002963724,0.002963724,0.002963724
C31,Construction,TRUE,C31,2016,BE,0.00010623,ConstructionE37TRUE,E37,0.00010623,0.00010623,0.00010623,0.00010623
F41,Construction,TRUE,F41,2017,BE,0.003342644,ConstructionE37TRUE,E37,0.003342644,0.003342644,0.003342644,0.003342644
F42,Construction,TRUE,F42,2017,BE,0.001936031,ConstructionE37TRUE,E37,0.001936031,0.001936031,0.001936031,0.001936031
F43,Construction,TRUE,F43,2017,BE,0.007840524,ConstructionE37TRUE,E37,0.007840524,0.007840524,0.007840524,0.007840524
M71,Construction,TRUE,M71,2017,BE,0.001702727,ConstructionE37TRUE,E37,0.001702727,0.001702727,0.001702727,0.001702727
N81,Construction,TRUE,N81,2017,BE,0.002729646,ConstructionE37TRUE,E37,0.002729646,0.002729646,0.002729646,0.002729646
C31,Construction,TRUE,C31,2017,BE,8.70E-05,ConstructionE37TRUE,E37,8.70E-05,8.70E-05,8.70E-05,8.70E-05
F41,Construction,TRUE,F41,2018,BE,0.003339287,ConstructionE37TRUE,E37,0.003339287,0.003339287,0.003339287,0.003339287
F42,Construction,TRUE,F42,2018,BE,0.00178222,ConstructionE37TRUE,E37,0.00178222,0.00178222,0.00178222,0.00178222
F43,Construction,TRUE,F43,2018,BE,0.007365484,ConstructionE37TRUE,E37,0.007365484,0.007365484,0.007365484,0.007365484
M71,Construction,TRUE,M71,2018,BE,0.001577669,ConstructionE37TRUE,E37,0.001577669,0.001577669,0.001577669,0.001577669
N81,Construction,TRUE,N81,2018,BE,0.002112834,ConstructionE37TRUE,E37,0.002112834,0.002112834,0.002112834,0.002112834
C31,Construction,TRUE,C31,2018,BE,7.72E-05,ConstructionE37TRUE,E37,7.72E-05,7.72E-05,7.72E-05,7.72E-05
F41,Construction,TRUE,F41,2019,BE,0.003430018,ConstructionE37TRUE,E37,0.003430018,0.003430018,0.003430018,0.003430018
F42,Construction,TRUE,F42,2019,BE,0.001827322,ConstructionE37TRUE,E37,0.001827322,0.001827322,0.001827322,0.001827322
F43,Construction,TRUE,F43,2019,BE,0.007554466,ConstructionE37TRUE,E37,0.007554466,0.007554466,0.007554466,0.007554466
M71,Construction,TRUE,M71,2019,BE,0.00136077,ConstructionE37TRUE,E37,0.00136077,0.00136077,0.00136077,0.00136077
N81,Construction,TRUE,N81,2019,BE,0.00203436,ConstructionE37TRUE,E37,0.00203436,0.00203436,0.00203436,0.00203436
C31,Construction,TRUE,C31,2019,BE,0.000102391,ConstructionE37TRUE,E37,0.000102391,0.000102391,0.000102391,0.000102391
F41,Construction,TRUE,F41,2020,BE,0.003131015,ConstructionE37TRUE,E37,0.003131015,0.003131015,0.003131015,0.003131015
F42,Construction,TRUE,F42,2020,BE,0.001823426,ConstructionE37TRUE,E37,0.001823426,0.001823426,0.001823426,0.001823426
F43,Construction,TRUE,F43,2020,BE,0.007015384,ConstructionE37TRUE,E37,0.007015384,0.007015384,0.007015384,0.007015384
M71,Construction,TRUE,M71,2020,BE,0.001144046,ConstructionE37TRUE,E37,0.001144046,0.001144046,0.001144046,0.001144046
N81,Construction,TRUE,N81,2020,BE,0.001415744,ConstructionE37TRUE,E37,0.001415744,0.001415744,0.001415744,0.001415744
C31,Construction,TRUE,C31,2020,BE,0.000126234,ConstructionE37TRUE,E37,0.000126234,0.000126234,0.000126234,0.000126234
F41,Construction,TRUE,F41,2021,BE,0.002452032,ConstructionE37TRUE,E37,0.002452032,0.002452032,0.002452032,0.002452032
F42,Construction,TRUE,F42,2021,BE,0.001434723,ConstructionE37TRUE,E37,0.001434723,0.001434723,0.001434723,0.001434723
F43,Construction,TRUE,F43,2021,BE,0.005645098,ConstructionE37TRUE,E37,0.005645098,0.005645098,0.005645098,0.005645098
M71,Construction,TRUE,M71,2021,BE,0.000951032,ConstructionE37TRUE,E37,0.000951032,0.000951032,0.000951032,0.000951032
N81,Construction,TRUE,N81,2021,BE,0.001343819,ConstructionE37TRUE,E37,0.001343819,0.001343819,0.001343819,0.001343819
C31,Construction,TRUE,C31,2021,BE,0.000101656,ConstructionE37TRUE,E37,0.000101656,0.000101656,0.000101656,0.000101656
F41,Construction,TRUE,F41,2022,BE,0.002442906,ConstructionE37TRUE,E37,0.002442906,0.002442906,0.002442906,0.002442906
F42,Construction,TRUE,F42,2022,BE,0.001346457,ConstructionE37TRUE,E37,0.001346457,0.001346457,0.001346457,0.001346457
F43,Construction,TRUE,F43,2022,BE,0.005458178,ConstructionE37TRUE,E37,0.005458178,0.005458178,0.005458178,0.005458178
M71,Construction,TRUE,M71,2022,BE,0.000937375,ConstructionE37TRUE,E37,0.000937375,0.000937375,0.000937375,0.000937375
N81,Construction,TRUE,N81,2022,BE,0.001010713,ConstructionE37TRUE,E37,0.001010713,0.001010713,0.001010713,0.001010713
C31,Construction,TRUE,C31,2022,BE,3.83E-05,ConstructionE37TRUE,E37,3.83E-05,3.83E-05,3.83E-05,3.83E-05
F41,Construction,TRUE,F41,2023,BE,0.003187789,ConstructionE37TRUE,E37,0.003187789,0.003187789,0.003187789,0.003187789
F42,Construction,TRUE,F42,2023,BE,0.001838039,ConstructionE37TRUE,E37,0.001838039,0.001838039,0.001838039,0.001838039
F43,Construction,TRUE,F43,2023,BE,0.007422401,ConstructionE37TRUE,E37,0.007422401,0.007422401,0.007422401,0.007422401
M71,Construction,TRUE,M71,2023,BE,0.001601318,ConstructionE37TRUE,E37,0.001601318,0.001601318,0.001601318,0.001601318
N81,Construction,TRUE,N81,2023,BE,0.002180165,ConstructionE37TRUE,E37,0.002180165,0.002180165,0.002180165,0.002180165
C31,Construction,TRUE,C31,2023,BE,8.55E-05,ConstructionE37TRUE,E37,8.55E-05,8.55E-05,8.55E-05,8.55E-05
F41,Construction,TRUE,F41,2008,BG,0.013724893,ConstructionE37TRUE,E37,0.013724893,0.013724893,0.013724893,0.013724893
F42,Construction,TRUE,F42,2008,BG,0.00730051,ConstructionE37TRUE,E37,0.00730051,0.00730051,0.00730051,0.00730051
F43,Construction,TRUE,F43,2008,BG,0.030143831,ConstructionE37TRUE,E37,0.030143831,0.030143831,0.030143831,0.030143831
M71,Construction,TRUE,M71,2008,BG,0.003892688,ConstructionE37TRUE,E37,0.003892688,0.003892688,0.003892688,0.003892688
N81,Construction,TRUE,N81,2008,BG,0.003130102,ConstructionE37TRUE,E37,0.003130102,0.003130102,0.003130102,0.003130102
C31,Construction,TRUE,C31,2008,BG,0.000465934,ConstructionE37TRUE,E37,0.000465934,0.000465934,0.000465934,0.000465934
F41,Construction,TRUE,F41,2009,BG,0.013323661,ConstructionE37TRUE,E37,0.013323661,0.013323661,0.013323661,0.013323661
F42,Construction,TRUE,F42,2009,BG,0.007119677,ConstructionE37TRUE,E37,0.007119677,0.007119677,0.007119677,0.007119677
F43,Construction,TRUE,F43,2009,BG,0.029357456,ConstructionE37TRUE,E37,0.029357456,0.029357456,0.029357456,0.029357456
M71,Construction,TRUE,M71,2009,BG,0.003733361,ConstructionE37TRUE,E37,0.003733361,0.003733361,0.003733361,0.003733361
N81,Construction,TRUE,N81,2009,BG,0.003095689,ConstructionE37TRUE,E37,0.003095689,0.003095689,0.003095689,0.003095689
C31,Construction,TRUE,C31,2009,BG,0.000455723,ConstructionE37TRUE,E37,0.000455723,0.000455723,0.000455723,0.000455723
F41,Construction,TRUE,F41,2010,BG,0.010689372,ConstructionE37TRUE,E37,0.010689372,0.010689372,0.010689372,0.010689372
F42,Construction,TRUE,F42,2010,BG,0.005035369,ConstructionE37TRUE,E37,0.005035369,0.005035369,0.005035369,0.005035369
F43,Construction,TRUE,F43,2010,BG,0.020277804,ConstructionE37TRUE,E37,0.020277804,0.020277804,0.020277804,0.020277804
M71,Construction,TRUE,M71,2010,BG,0.002136188,ConstructionE37TRUE,E37,0.002136188,0.002136188,0.002136188,0.002136188
N81,Construction,TRUE,N81,2010,BG,0.001967705,ConstructionE37TRUE,E37,0.001967705,0.001967705,0.001967705,0.001967705
C31,Construction,TRUE,C31,2010,BG,0.000180888,ConstructionE37TRUE,E37,0.000180888,0.000180888,0.000180888,0.000180888
F41,Construction,TRUE,F41,2011,BG,0.015319953,ConstructionE37TRUE,E37,0.015319953,0.015319953,0.015319953,0.015319953
F42,Construction,TRUE,F42,2011,BG,0.007845507,ConstructionE37TRUE,E37,0.007845507,0.007845507,0.007845507,0.007845507
F43,Construction,TRUE,F43,2011,BG,0.032065746,ConstructionE37TRUE,E37,0.032065746,0.032065746,0.032065746,0.032065746
M71,Construction,TRUE,M71,2011,BG,0.004135708,ConstructionE37TRUE,E37,0.004135708,0.004135708,0.004135708,0.004135708
N81,Construction,TRUE,N81,2011,BG,0.00362712,ConstructionE37TRUE,E37,0.00362712,0.00362712,0.00362712,0.00362712
C31,Construction,TRUE,C31,2011,BG,0.000307044,ConstructionE37TRUE,E37,0.000307044,0.000307044,0.000307044,0.000307044
F41,Construction,TRUE,F41,2012,BG,0.014463234,ConstructionE37TRUE,E37,0.014463234,0.014463234,0.014463234,0.014463234
F42,Construction,TRUE,F42,2012,BG,0.007832926,ConstructionE37TRUE,E37,0.007832926,0.007832926,0.007832926,0.007832926
F43,Construction,TRUE,F43,2012,BG,0.032707539,ConstructionE37TRUE,E37,0.032707539,0.032707539,0.032707539,0.032707539
M71,Construction,TRUE,M71,2012,BG,0.00460956,ConstructionE37TRUE,E37,0.00460956,0.00460956,0.00460956,0.00460956
N81,Construction,TRUE,N81,2012,BG,0.003267617,ConstructionE37TRUE,E37,0.003267617,0.003267617,0.003267617,0.003267617
C31,Construction,TRUE,C31,2012,BG,0.000380175,ConstructionE37TRUE,E37,0.000380175,0.000380175,0.000380175,0.000380175
F41,Construction,TRUE,F41,2013,BG,0.011367476,ConstructionE37TRUE,E37,0.011367476,0.011367476,0.011367476,0.011367476
F42,Construction,TRUE,F42,2013,BG,0.006738731,ConstructionE37TRUE,E37,0.006738731,0.006738731,0.006738731,0.006738731
F43,Construction,TRUE,F43,2013,BG,0.027066929,ConstructionE37TRUE,E37,0.027066929,0.027066929,0.027066929,0.027066929
M71,Construction,TRUE,M71,2013,BG,0.003504113,ConstructionE37TRUE,E37,0.003504113,0.003504113,0.003504113,0.003504113
N81,Construction,TRUE,N81,2013,BG,0.002583754,ConstructionE37TRUE,E37,0.002583754,0.002583754,0.002583754,0.002583754
C31,Construction,TRUE,C31,2013,BG,0.000572436,ConstructionE37TRUE,E37,0.000572436,0.000572436,0.000572436,0.000572436
F41,Construction,TRUE,F41,2014,BG,0.009682543,ConstructionE37TRUE,E37,0.009682543,0.009682543,0.009682543,0.009682543
F42,Construction,TRUE,F42,2014,BG,0.006088951,ConstructionE37TRUE,E37,0.006088951,0.006088951,0.006088951,0.006088951
F43,Construction,TRUE,F43,2014,BG,0.024266472,ConstructionE37TRUE,E37,0.024266472,0.024266472,0.024266472,0.024266472
M71,Construction,TRUE,M71,2014,BG,0.002451552,ConstructionE37TRUE,E37,0.002451552,0.002451552,0.002451552,0.002451552
N81,Construction,TRUE,N81,2014,BG,0.00298012,ConstructionE37TRUE,E37,0.00298012,0.00298012,0.00298012,0.00298012
C31,Construction,TRUE,C31,2014,BG,0.000619968,ConstructionE37TRUE,E37,0.000619968,0.000619968,0.000619968,0.000619968
F41,Construction,TRUE,F41,2015,BG,0.010607601,ConstructionE37TRUE,E37,0.010607601,0.010607601,0.010607601,0.010607601
F42,Construction,TRUE,F42,2015,BG,0.006471179,ConstructionE37TRUE,E37,0.006471179,0.006471179,0.006471179,0.006471179
F43,Construction,TRUE,F43,2015,BG,0.026892359,ConstructionE37TRUE,E37,0.026892359,0.026892359,0.026892359,0.026892359
M71,Construction,TRUE,M71,2015,BG,0.00261516,ConstructionE37TRUE,E37,0.00261516,0.00261516,0.00261516,0.00261516
N81,Construction,TRUE,N81,2015,BG,0.003121683,ConstructionE37TRUE,E37,0.003121683,0.003121683,0.003121683,0.003121683
C31,Construction,TRUE,C31,2015,BG,0.000412819,ConstructionE37TRUE,E37,0.000412819,0.000412819,0.000412819,0.000412819
F41,Construction,TRUE,F41,2016,BG,0.008089029,ConstructionE37TRUE,E37,0.008089029,0.008089029,0.008089029,0.008089029
F42,Construction,TRUE,F42,2016,BG,0.004400998,ConstructionE37TRUE,E37,0.004400998,0.004400998,0.004400998,0.004400998
F43,Construction,TRUE,F43,2016,BG,0.019502024,ConstructionE37TRUE,E37,0.019502024,0.019502024,0.019502024,0.019502024
M71,Construction,TRUE,M71,2016,BG,0.002334426,ConstructionE37TRUE,E37,0.002334426,0.002334426,0.002334426,0.002334426
N81,Construction,TRUE,N81,2016,BG,0.00352716,ConstructionE37TRUE,E37,0.00352716,0.00352716,0.00352716,0.00352716
C31,Construction,TRUE,C31,2016,BG,0.000737252,ConstructionE37TRUE,E37,0.000737252,0.000737252,0.000737252,0.000737252
F41,Construction,TRUE,F41,2017,BG,0.009861269,ConstructionE37TRUE,E37,0.009861269,0.009861269,0.009861269,0.009861269
F42,Construction,TRUE,F42,2017,BG,0.005711561,ConstructionE37TRUE,E37,0.005711561,0.005711561,0.005711561,0.005711561
F43,Construction,TRUE,F43,2017,BG,0.023130643,ConstructionE37TRUE,E37,0.023130643,0.023130643,0.023130643,0.023130643
M71,Construction,TRUE,M71,2017,BG,0.002330771,ConstructionE37TRUE,E37,0.002330771,0.002330771,0.002330771,0.002330771
N81,Construction,TRUE,N81,2017,BG,0.00321131,ConstructionE37TRUE,E37,0.00321131,0.00321131,0.00321131,0.00321131
C31,Construction,TRUE,C31,2017,BG,0.000375196,ConstructionE37TRUE,E37,0.000375196,0.000375196,0.000375196,0.000375196
F41,Construction,TRUE,F41,2018,BG,0.009985595,ConstructionE37TRUE,E37,0.009985595,0.009985595,0.009985595,0.009985595
F42,Construction,TRUE,F42,2018,BG,0.005329441,ConstructionE37TRUE,E37,0.005329441,0.005329441,0.005329441,0.005329441
F43,Construction,TRUE,F43,2018,BG,0.022025284,ConstructionE37TRUE,E37,0.022025284,0.022025284,0.022025284,0.022025284
M71,Construction,TRUE,M71,2018,BG,0.00215713,ConstructionE37TRUE,E37,0.00215713,0.00215713,0.00215713,0.00215713
N81,Construction,TRUE,N81,2018,BG,0.002560788,ConstructionE37TRUE,E37,0.002560788,0.002560788,0.002560788,0.002560788
C31,Construction,TRUE,C31,2018,BG,0.000307618,ConstructionE37TRUE,E37,0.000307618,0.000307618,0.000307618,0.000307618
F41,Construction,TRUE,F41,2019,BG,0.009599787,ConstructionE37TRUE,E37,0.009599787,0.009599787,0.009599787,0.009599787
F42,Construction,TRUE,F42,2019,BG,0.005114231,ConstructionE37TRUE,E37,0.005114231,0.005114231,0.005114231,0.005114231
F43,Construction,TRUE,F43,2019,BG,0.021143116,ConstructionE37TRUE,E37,0.021143116,0.021143116,0.021143116,0.021143116
M71,Construction,TRUE,M71,2019,BG,0.002125116,ConstructionE37TRUE,E37,0.002125116,0.002125116,0.002125116,0.002125116
N81,Construction,TRUE,N81,2019,BG,0.002493274,ConstructionE37TRUE,E37,0.002493274,0.002493274,0.002493274,0.002493274
C31,Construction,TRUE,C31,2019,BG,0.000301764,ConstructionE37TRUE,E37,0.000301764,0.000301764,0.000301764,0.000301764
F41,Construction,TRUE,F41,2020,BG,0.01158341,ConstructionE37TRUE,E37,0.01158341,0.01158341,0.01158341,0.01158341
F42,Construction,TRUE,F42,2020,BG,0.006745892,ConstructionE37TRUE,E37,0.006745892,0.006745892,0.006745892,0.006745892
F43,Construction,TRUE,F43,2020,BG,0.025953911,ConstructionE37TRUE,E37,0.025953911,0.025953911,0.025953911,0.025953911
M71,Construction,TRUE,M71,2020,BG,0.002043841,ConstructionE37TRUE,E37,0.002043841,0.002043841,0.002043841,0.002043841
N81,Construction,TRUE,N81,2020,BG,0.003109041,ConstructionE37TRUE,E37,0.003109041,0.003109041,0.003109041,0.003109041
C31,Construction,TRUE,C31,2020,BG,0.000356892,ConstructionE37TRUE,E37,0.000356892,0.000356892,0.000356892,0.000356892
F41,Construction,TRUE,F41,2021,BG,0.00800302,ConstructionE37TRUE,E37,0.00800302,0.00800302,0.00800302,0.00800302
F42,Construction,TRUE,F42,2021,BG,0.004682693,ConstructionE37TRUE,E37,0.004682693,0.004682693,0.004682693,0.004682693
F43,Construction,TRUE,F43,2021,BG,0.018424646,ConstructionE37TRUE,E37,0.018424646,0.018424646,0.018424646,0.018424646
