NACE,Industrial Ecosystem,Horizontal code or not,NACE (Level 2),TIME_PERIOD,geo,Value added weight,Industrial Ecosystem&NACE&Horizontal code or not,Horizontal NACE code,Turnover weight,Persons employed weight,Employees in FTEs weight,Amount of Enterprises weight
F43,Construction,TRUE,F43,2016,LT,0.144893939,ConstructionN77TRUE,N77,0.144893939,0.144893939,0.144893939,0.144893939
M71,Construction,TRUE,M71,2016,LT,0.005548072,ConstructionN77TRUE,N77,0.005548072,0.005548072,0.005548072,0.005548072
N81,Construction,TRUE,N81,2016,LT,0.021106637,ConstructionN77TRUE,N77,0.021106637,0.021106637,0.021106637,0.021106637
C31,Construction,TRUE,C31,2016,LT,0.004927341,ConstructionN77TRUE,N77,0.004927341,0.004927341,0.004927341,0.004927341
F41,Construction,TRUE,F41,2017,LT,0.060335179,ConstructionN77TRUE,N77,0.060335179,0.060335179,0.060335179,0.060335179
F42,Construction,TRUE,F42,2017,LT,0.034945611,ConstructionN77TRUE,N77,0.034945611,0.034945611,0.034945611,0.034945611
F43,Construction,TRUE,F43,2017,LT,0.141522503,ConstructionN77TRUE,N77,0.141522503,0.141522503,0.141522503,0.141522503
M71,Construction,TRUE,M71,2017,LT,0.004071476,ConstructionN77TRUE,N77,0.004071476,0.004071476,0.004071476,0.004071476
N81,Construction,TRUE,N81,2017,LT,0.022273342,ConstructionN77TRUE,N77,0.022273342,0.022273342,0.022273342,0.022273342
C31,Construction,TRUE,C31,2017,LT,0.004915178,ConstructionN77TRUE,N77,0.004915178,0.004915178,0.004915178,0.004915178
F41,Construction,TRUE,F41,2018,LT,0.062111243,ConstructionN77TRUE,N77,0.062111243,0.062111243,0.062111243,0.062111243
F42,Construction,TRUE,F42,2018,LT,0.033149571,ConstructionN77TRUE,N77,0.033149571,0.033149571,0.033149571,0.033149571
F43,Construction,TRUE,F43,2018,LT,0.136999119,ConstructionN77TRUE,N77,0.136999119,0.136999119,0.136999119,0.136999119
M71,Construction,TRUE,M71,2018,LT,0.004441424,ConstructionN77TRUE,N77,0.004441424,0.004441424,0.004441424,0.004441424
N81,Construction,TRUE,N81,2018,LT,0.023215581,ConstructionN77TRUE,N77,0.023215581,0.023215581,0.023215581,0.023215581
C31,Construction,TRUE,C31,2018,LT,0.004288561,ConstructionN77TRUE,N77,0.004288561,0.004288561,0.004288561,0.004288561
F41,Construction,TRUE,F41,2019,LT,0.063172895,ConstructionN77TRUE,N77,0.063172895,0.063172895,0.063172895,0.063172895
F42,Construction,TRUE,F42,2019,LT,0.033654997,ConstructionN77TRUE,N77,0.033654997,0.033654997,0.033654997,0.033654997
F43,Construction,TRUE,F43,2019,LT,0.13913557,ConstructionN77TRUE,N77,0.13913557,0.13913557,0.13913557,0.13913557
M71,Construction,TRUE,M71,2019,LT,0.004584171,ConstructionN77TRUE,N77,0.004584171,0.004584171,0.004584171,0.004584171
N81,Construction,TRUE,N81,2019,LT,0.020530523,ConstructionN77TRUE,N77,0.020530523,0.020530523,0.020530523,0.020530523
C31,Construction,TRUE,C31,2019,LT,0.004388787,ConstructionN77TRUE,N77,0.004388787,0.004388787,0.004388787,0.004388787
F41,Construction,TRUE,F41,2020,LT,0.046526306,ConstructionN77TRUE,N77,0.046526306,0.046526306,0.046526306,0.046526306
F42,Construction,TRUE,F42,2020,LT,0.027095774,ConstructionN77TRUE,N77,0.027095774,0.027095774,0.027095774,0.027095774
F43,Construction,TRUE,F43,2020,LT,0.104247332,ConstructionN77TRUE,N77,0.104247332,0.104247332,0.104247332,0.104247332
M71,Construction,TRUE,M71,2020,LT,0.003350246,ConstructionN77TRUE,N77,0.003350246,0.003350246,0.003350246,0.003350246
N81,Construction,TRUE,N81,2020,LT,0.047949676,ConstructionN77TRUE,N77,0.047949676,0.047949676,0.047949676,0.047949676
C31,Construction,TRUE,C31,2020,LT,0.006069576,ConstructionN77TRUE,N77,0.006069576,0.006069576,0.006069576,0.006069576
F41,Construction,TRUE,F41,2021,LT,0.043168361,ConstructionN77TRUE,N77,0.043168361,0.043168361,0.043168361,0.043168361
F42,Construction,TRUE,F42,2021,LT,0.025258487,ConstructionN77TRUE,N77,0.025258487,0.025258487,0.025258487,0.025258487
F43,Construction,TRUE,F43,2021,LT,0.099382704,ConstructionN77TRUE,N77,0.099382704,0.099382704,0.099382704,0.099382704
M71,Construction,TRUE,M71,2021,LT,0.002892974,ConstructionN77TRUE,N77,0.002892974,0.002892974,0.002892974,0.002892974
N81,Construction,TRUE,N81,2021,LT,0.081000453,ConstructionN77TRUE,N77,0.081000453,0.081000453,0.081000453,0.081000453
C31,Construction,TRUE,C31,2021,LT,0.00627427,ConstructionN77TRUE,N77,0.00627427,0.00627427,0.00627427,0.00627427
F41,Construction,TRUE,F41,2022,LT,0.045326843,ConstructionN77TRUE,N77,0.045326843,0.045326843,0.045326843,0.045326843
F42,Construction,TRUE,F42,2022,LT,0.024982817,ConstructionN77TRUE,N77,0.024982817,0.024982817,0.024982817,0.024982817
F43,Construction,TRUE,F43,2022,LT,0.10127364,ConstructionN77TRUE,N77,0.10127364,0.10127364,0.10127364,0.10127364
M71,Construction,TRUE,M71,2022,LT,0.002947071,ConstructionN77TRUE,N77,0.002947071,0.002947071,0.002947071,0.002947071
N81,Construction,TRUE,N81,2022,LT,0.060864497,ConstructionN77TRUE,N77,0.060864497,0.060864497,0.060864497,0.060864497
C31,Construction,TRUE,C31,2022,LT,0.002418438,ConstructionN77TRUE,N77,0.002418438,0.002418438,0.002418438,0.002418438
F41,Construction,TRUE,F41,2023,LT,0.057231971,ConstructionN77TRUE,N77,0.057231971,0.057231971,0.057231971,0.057231971
F42,Construction,TRUE,F42,2023,LT,0.032717842,ConstructionN77TRUE,N77,0.032717842,0.032717842,0.032717842,0.032717842
F43,Construction,TRUE,F43,2023,LT,0.132386215,ConstructionN77TRUE,N77,0.132386215,0.132386215,0.132386215,0.132386215
M71,Construction,TRUE,M71,2023,LT,0.000841851,ConstructionN77TRUE,N77,0.000841851,0.000841851,0.000841851,0.000841851
N81,Construction,TRUE,N81,2023,LT,0.061842018,ConstructionN77TRUE,N77,0.061842018,0.061842018,0.061842018,0.061842018
C31,Construction,TRUE,C31,2023,LT,0.00496064,ConstructionN77TRUE,N77,0.00496064,0.00496064,0.00496064,0.00496064
F41,Construction,TRUE,F41,2008,LU,0.011987543,ConstructionN77TRUE,N77,0.011987543,0.011987543,0.011987543,0.011987543
F42,Construction,TRUE,F42,2008,LU,0.006287359,ConstructionN77TRUE,N77,0.006287359,0.006287359,0.006287359,0.006287359
F43,Construction,TRUE,F43,2008,LU,0.026035061,ConstructionN77TRUE,N77,0.026035061,0.026035061,0.026035061,0.026035061
M71,Construction,TRUE,M71,2008,LU,0.005488371,ConstructionN77TRUE,N77,0.005488371,0.005488371,0.005488371,0.005488371
N81,Construction,TRUE,N81,2008,LU,0.00189129,ConstructionN77TRUE,N77,0.00189129,0.00189129,0.00189129,0.00189129
C31,Construction,TRUE,C31,2008,LU,8.41E-05,ConstructionN77TRUE,N77,8.41E-05,8.41E-05,8.41E-05,8.41E-05
F41,Construction,TRUE,F41,2009,LU,0.01188896,ConstructionN77TRUE,N77,0.01188896,0.01188896,0.01188896,0.01188896
F42,Construction,TRUE,F42,2009,LU,0.006278899,ConstructionN77TRUE,N77,0.006278899,0.006278899,0.006278899,0.006278899
F43,Construction,TRUE,F43,2009,LU,0.025956884,ConstructionN77TRUE,N77,0.025956884,0.025956884,0.025956884,0.025956884
M71,Construction,TRUE,M71,2009,LU,0.005410263,ConstructionN77TRUE,N77,0.005410263,0.005410263,0.005410263,0.005410263
N81,Construction,TRUE,N81,2009,LU,0.001995031,ConstructionN77TRUE,N77,0.001995031,0.001995031,0.001995031,0.001995031
C31,Construction,TRUE,C31,2009,LU,8.27E-05,ConstructionN77TRUE,N77,8.27E-05,8.27E-05,8.27E-05,8.27E-05
F41,Construction,TRUE,F41,2010,LU,0.013250833,ConstructionN77TRUE,N77,0.013250833,0.013250833,0.013250833,0.013250833
F42,Construction,TRUE,F42,2010,LU,0.006241979,ConstructionN77TRUE,N77,0.006241979,0.006241979,0.006241979,0.006241979
F43,Construction,TRUE,F43,2010,LU,0.025136911,ConstructionN77TRUE,N77,0.025136911,0.025136911,0.025136911,0.025136911
M71,Construction,TRUE,M71,2010,LU,0.005220823,ConstructionN77TRUE,N77,0.005220823,0.005220823,0.005220823,0.005220823
N81,Construction,TRUE,N81,2010,LU,0.00185855,ConstructionN77TRUE,N77,0.00185855,0.00185855,0.00185855,0.00185855
C31,Construction,TRUE,C31,2010,LU,0.000147385,ConstructionN77TRUE,N77,0.000147385,0.000147385,0.000147385,0.000147385
F41,Construction,TRUE,F41,2011,LU,0.012863291,ConstructionN77TRUE,N77,0.012863291,0.012863291,0.012863291,0.012863291
F42,Construction,TRUE,F42,2011,LU,0.006587425,ConstructionN77TRUE,N77,0.006587425,0.006587425,0.006587425,0.006587425
F43,Construction,TRUE,F43,2011,LU,0.026923779,ConstructionN77TRUE,N77,0.026923779,0.026923779,0.026923779,0.026923779
M71,Construction,TRUE,M71,2011,LU,0.004931993,ConstructionN77TRUE,N77,0.004931993,0.004931993,0.004931993,0.004931993
N81,Construction,TRUE,N81,2011,LU,0.00180563,ConstructionN77TRUE,N77,0.00180563,0.00180563,0.00180563,0.00180563
C31,Construction,TRUE,C31,2011,LU,9.17E-05,ConstructionN77TRUE,N77,9.17E-05,9.17E-05,9.17E-05,9.17E-05
F41,Construction,TRUE,F41,2012,LU,0.009538714,ConstructionN77TRUE,N77,0.009538714,0.009538714,0.009538714,0.009538714
F42,Construction,TRUE,F42,2012,LU,0.005165929,ConstructionN77TRUE,N77,0.005165929,0.005165929,0.005165929,0.005165929
F43,Construction,TRUE,F43,2012,LU,0.021571099,ConstructionN77TRUE,N77,0.021571099,0.021571099,0.021571099,0.021571099
M71,Construction,TRUE,M71,2012,LU,0.004340984,ConstructionN77TRUE,N77,0.004340984,0.004340984,0.004340984,0.004340984
N81,Construction,TRUE,N81,2012,LU,0.001765993,ConstructionN77TRUE,N77,0.001765993,0.001765993,0.001765993,0.001765993
C31,Construction,TRUE,C31,2012,LU,4.47E-05,ConstructionN77TRUE,N77,4.47E-05,4.47E-05,4.47E-05,4.47E-05
F41,Construction,TRUE,F41,2013,LU,0.009580759,ConstructionN77TRUE,N77,0.009580759,0.009580759,0.009580759,0.009580759
F42,Construction,TRUE,F42,2013,LU,0.005679551,ConstructionN77TRUE,N77,0.005679551,0.005679551,0.005679551,0.005679551
F43,Construction,TRUE,F43,2013,LU,0.022812603,ConstructionN77TRUE,N77,0.022812603,0.022812603,0.022812603,0.022812603
M71,Construction,TRUE,M71,2013,LU,0.00503134,ConstructionN77TRUE,N77,0.00503134,0.00503134,0.00503134,0.00503134
N81,Construction,TRUE,N81,2013,LU,0.002046638,ConstructionN77TRUE,N77,0.002046638,0.002046638,0.002046638,0.002046638
C31,Construction,TRUE,C31,2013,LU,5.27E-05,ConstructionN77TRUE,N77,5.27E-05,5.27E-05,5.27E-05,5.27E-05
F41,Construction,TRUE,F41,2014,LU,0.009347332,ConstructionN77TRUE,N77,0.009347332,0.009347332,0.009347332,0.009347332
F42,Construction,TRUE,F42,2014,LU,0.005878151,ConstructionN77TRUE,N77,0.005878151,0.005878151,0.005878151,0.005878151
F43,Construction,TRUE,F43,2014,LU,0.023426363,ConstructionN77TRUE,N77,0.023426363,0.023426363,0.023426363,0.023426363
M71,Construction,TRUE,M71,2014,LU,0.005137967,ConstructionN77TRUE,N77,0.005137967,0.005137967,0.005137967,0.005137967
N81,Construction,TRUE,N81,2014,LU,0.002249849,ConstructionN77TRUE,N77,0.002249849,0.002249849,0.002249849,0.002249849
C31,Construction,TRUE,C31,2014,LU,4.80E-05,ConstructionN77TRUE,N77,4.80E-05,4.80E-05,4.80E-05,4.80E-05
F41,Construction,TRUE,F41,2015,LU,0.010398139,ConstructionN77TRUE,N77,0.010398139,0.010398139,0.010398139,0.010398139
F42,Construction,TRUE,F42,2015,LU,0.006343397,ConstructionN77TRUE,N77,0.006343397,0.006343397,0.006343397,0.006343397
F43,Construction,TRUE,F43,2015,LU,0.026361331,ConstructionN77TRUE,N77,0.026361331,0.026361331,0.026361331,0.026361331
M71,Construction,TRUE,M71,2015,LU,0.005029994,ConstructionN77TRUE,N77,0.005029994,0.005029994,0.005029994,0.005029994
N81,Construction,TRUE,N81,2015,LU,0.003180334,ConstructionN77TRUE,N77,0.003180334,0.003180334,0.003180334,0.003180334
C31,Construction,TRUE,C31,2015,LU,3.81E-05,ConstructionN77TRUE,N77,3.81E-05,3.81E-05,3.81E-05,3.81E-05
F41,Construction,TRUE,F41,2016,LU,0.01390041,ConstructionN77TRUE,N77,0.01390041,0.01390041,0.01390041,0.01390041
F42,Construction,TRUE,F42,2016,LU,0.007562796,ConstructionN77TRUE,N77,0.007562796,0.007562796,0.007562796,0.007562796
F43,Construction,TRUE,F43,2016,LU,0.033512816,ConstructionN77TRUE,N77,0.033512816,0.033512816,0.033512816,0.033512816
M71,Construction,TRUE,M71,2016,LU,0.005908661,ConstructionN77TRUE,N77,0.005908661,0.005908661,0.005908661,0.005908661
N81,Construction,TRUE,N81,2016,LU,0.003932169,ConstructionN77TRUE,N77,0.003932169,0.003932169,0.003932169,0.003932169
C31,Construction,TRUE,C31,2016,LU,6.99E-05,ConstructionN77TRUE,N77,6.99E-05,6.99E-05,6.99E-05,6.99E-05
F41,Construction,TRUE,F41,2017,LU,0.013321865,ConstructionN77TRUE,N77,0.013321865,0.013321865,0.013321865,0.013321865
F42,Construction,TRUE,F42,2017,LU,0.007715909,ConstructionN77TRUE,N77,0.007715909,0.007715909,0.007715909,0.007715909
F43,Construction,TRUE,F43,2017,LU,0.031247835,ConstructionN77TRUE,N77,0.031247835,0.031247835,0.031247835,0.031247835
M71,Construction,TRUE,M71,2017,LU,0.005920009,ConstructionN77TRUE,N77,0.005920009,0.005920009,0.005920009,0.005920009
N81,Construction,TRUE,N81,2017,LU,0.004108432,ConstructionN77TRUE,N77,0.004108432,0.004108432,0.004108432,0.004108432
C31,Construction,TRUE,C31,2017,LU,7.81E-05,ConstructionN77TRUE,N77,7.81E-05,7.81E-05,7.81E-05,7.81E-05
F41,Construction,TRUE,F41,2018,LU,0.012329293,ConstructionN77TRUE,N77,0.012329293,0.012329293,0.012329293,0.012329293
F42,Construction,TRUE,F42,2018,LU,0.006580302,ConstructionN77TRUE,N77,0.006580302,0.006580302,0.006580302,0.006580302
F43,Construction,TRUE,F43,2018,LU,0.02719479,ConstructionN77TRUE,N77,0.02719479,0.02719479,0.02719479,0.02719479
M71,Construction,TRUE,M71,2018,LU,0.005358004,ConstructionN77TRUE,N77,0.005358004,0.005358004,0.005358004,0.005358004
N81,Construction,TRUE,N81,2018,LU,0.003483183,ConstructionN77TRUE,N77,0.003483183,0.003483183,0.003483183,0.003483183
C31,Construction,TRUE,C31,2018,LU,6.17E-05,ConstructionN77TRUE,N77,6.17E-05,6.17E-05,6.17E-05,6.17E-05
F41,Construction,TRUE,F41,2019,LU,0.010501397,ConstructionN77TRUE,N77,0.010501397,0.010501397,0.010501397,0.010501397
F42,Construction,TRUE,F42,2019,LU,0.005594559,ConstructionN77TRUE,N77,0.005594559,0.005594559,0.005594559,0.005594559
F43,Construction,TRUE,F43,2019,LU,0.023128873,ConstructionN77TRUE,N77,0.023128873,0.023128873,0.023128873,0.023128873
M71,Construction,TRUE,M71,2019,LU,0.004115677,ConstructionN77TRUE,N77,0.004115677,0.004115677,0.004115677,0.004115677
N81,Construction,TRUE,N81,2019,LU,0.002711679,ConstructionN77TRUE,N77,0.002711679,0.002711679,0.002711679,0.002711679
C31,Construction,TRUE,C31,2019,LU,7.56E-05,ConstructionN77TRUE,N77,7.56E-05,7.56E-05,7.56E-05,7.56E-05
F41,Construction,TRUE,F41,2020,LU,0.010480721,ConstructionN77TRUE,N77,0.010480721,0.010480721,0.010480721,0.010480721
F42,Construction,TRUE,F42,2020,LU,0.006103714,ConstructionN77TRUE,N77,0.006103714,0.006103714,0.006103714,0.006103714
F43,Construction,TRUE,F43,2020,LU,0.023483215,ConstructionN77TRUE,N77,0.023483215,0.023483215,0.023483215,0.023483215
M71,Construction,TRUE,M71,2020,LU,0.004358086,ConstructionN77TRUE,N77,0.004358086,0.004358086,0.004358086,0.004358086
N81,Construction,TRUE,N81,2020,LU,0.002762257,ConstructionN77TRUE,N77,0.002762257,0.002762257,0.002762257,0.002762257
C31,Construction,TRUE,C31,2020,LU,9.98E-05,ConstructionN77TRUE,N77,9.98E-05,9.98E-05,9.98E-05,9.98E-05
F41,Construction,TRUE,F41,2021,LU,0.009974369,ConstructionN77TRUE,N77,0.009974369,0.009974369,0.009974369,0.009974369
F42,Construction,TRUE,F42,2021,LU,0.00583616,ConstructionN77TRUE,N77,0.00583616,0.00583616,0.00583616,0.00583616
F43,Construction,TRUE,F43,2021,LU,0.022963107,ConstructionN77TRUE,N77,0.022963107,0.022963107,0.022963107,0.022963107
M71,Construction,TRUE,M71,2021,LU,0.0041144,ConstructionN77TRUE,N77,0.0041144,0.0041144,0.0041144,0.0041144
N81,Construction,TRUE,N81,2021,LU,0.003141303,ConstructionN77TRUE,N77,0.003141303,0.003141303,0.003141303,0.003141303
C31,Construction,TRUE,C31,2021,LU,0.000100422,ConstructionN77TRUE,N77,0.000100422,0.000100422,0.000100422,0.000100422
F41,Construction,TRUE,F41,2022,LU,0.010098327,ConstructionN77TRUE,N77,0.010098327,0.010098327,0.010098327,0.010098327
F42,Construction,TRUE,F42,2022,LU,0.005565899,ConstructionN77TRUE,N77,0.005565899,0.005565899,0.005565899,0.005565899
F43,Construction,TRUE,F43,2022,LU,0.022562664,ConstructionN77TRUE,N77,0.022562664,0.022562664,0.022562664,0.022562664
M71,Construction,TRUE,M71,2022,LU,0.003757609,ConstructionN77TRUE,N77,0.003757609,0.003757609,0.003757609,0.003757609
N81,Construction,TRUE,N81,2022,LU,0.002329804,ConstructionN77TRUE,N77,0.002329804,0.002329804,0.002329804,0.002329804
C31,Construction,TRUE,C31,2022,LU,3.74E-05,ConstructionN77TRUE,N77,3.74E-05,3.74E-05,3.74E-05,3.74E-05
F41,Construction,TRUE,F41,2023,LU,0.010508802,ConstructionN77TRUE,N77,0.010508802,0.010508802,0.010508802,0.010508802
F42,Construction,TRUE,F42,2023,LU,0.006160451,ConstructionN77TRUE,N77,0.006160451,0.006160451,0.006160451,0.006160451
F43,Construction,TRUE,F43,2023,LU,0.024862406,ConstructionN77TRUE,N77,0.024862406,0.024862406,0.024862406,0.024862406
M71,Construction,TRUE,M71,2023,LU,0.004316744,ConstructionN77TRUE,N77,0.004316744,0.004316744,0.004316744,0.004316744
N81,Construction,TRUE,N81,2023,LU,0.003447403,ConstructionN77TRUE,N77,0.003447403,0.003447403,0.003447403,0.003447403
C31,Construction,TRUE,C31,2023,LU,6.27E-05,ConstructionN77TRUE,N77,6.27E-05,6.27E-05,6.27E-05,6.27E-05
F41,Construction,TRUE,F41,2008,LV,0.041431746,ConstructionN77TRUE,N77,0.041431746,0.041431746,0.041431746,0.041431746
F42,Construction,TRUE,F42,2008,LV,0.022012766,ConstructionN77TRUE,N77,0.022012766,0.022012766,0.022012766,0.022012766
F43,Construction,TRUE,F43,2008,LV,0.090999681,ConstructionN77TRUE,N77,0.090999681,0.090999681,0.090999681,0.090999681
M71,Construction,TRUE,M71,2008,LV,0.001416004,ConstructionN77TRUE,N77,0.001416004,0.001416004,0.001416004,0.001416004
N81,Construction,TRUE,N81,2008,LV,0.010515642,ConstructionN77TRUE,N77,0.010515642,0.010515642,0.010515642,0.010515642
C31,Construction,TRUE,C31,2008,LV,0,ConstructionN77TRUE,N77,0,0,0,0
F41,Construction,TRUE,F41,2009,LV,0.040992764,ConstructionN77TRUE,N77,0.040992764,0.040992764,0.040992764,0.040992764
F42,Construction,TRUE,F42,2009,LV,0.021906476,ConstructionN77TRUE,N77,0.021906476,0.021906476,0.021906476,0.021906476
F43,Construction,TRUE,F43,2009,LV,0.090399131,ConstructionN77TRUE,N77,0.090399131,0.090399131,0.090399131,0.090399131
M71,Construction,TRUE,M71,2009,LV,0.001652236,ConstructionN77TRUE,N77,0.001652236,0.001652236,0.001652236,0.001652236
N81,Construction,TRUE,N81,2009,LV,0.010041433,ConstructionN77TRUE,N77,0.010041433,0.010041433,0.010041433,0.010041433
C31,Construction,TRUE,C31,2009,LV,0,ConstructionN77TRUE,N77,0,0,0,0
F41,Construction,TRUE,F41,2010,LV,0.041820611,ConstructionN77TRUE,N77,0.041820611,0.041820611,0.041820611,0.041820611
F42,Construction,TRUE,F42,2010,LV,0.019700149,ConstructionN77TRUE,N77,0.019700149,0.019700149,0.019700149,0.019700149
F43,Construction,TRUE,F43,2010,LV,0.079333956,ConstructionN77TRUE,N77,0.079333956,0.079333956,0.079333956,0.079333956
M71,Construction,TRUE,M71,2010,LV,0.000983521,ConstructionN77TRUE,N77,0.000983521,0.000983521,0.000983521,0.000983521
N81,Construction,TRUE,N81,2010,LV,0.007575407,ConstructionN77TRUE,N77,0.007575407,0.007575407,0.007575407,0.007575407
C31,Construction,TRUE,C31,2010,LV,6.18E-05,ConstructionN77TRUE,N77,6.18E-05,6.18E-05,6.18E-05,6.18E-05
F41,Construction,TRUE,F41,2011,LV,0.039236587,ConstructionN77TRUE,N77,0.039236587,0.039236587,0.039236587,0.039236587
F42,Construction,TRUE,F42,2011,LV,0.020093462,ConstructionN77TRUE,N77,0.020093462,0.020093462,0.020093462,0.020093462
F43,Construction,TRUE,F43,2011,LV,0.08212495,ConstructionN77TRUE,N77,0.08212495,0.08212495,0.08212495,0.08212495
M71,Construction,TRUE,M71,2011,LV,0.000926547,ConstructionN77TRUE,N77,0.000926547,0.000926547,0.000926547,0.000926547
N81,Construction,TRUE,N81,2011,LV,0.007899208,ConstructionN77TRUE,N77,0.007899208,0.007899208,0.007899208,0.007899208
C31,Construction,TRUE,C31,2011,LV,0.000101933,ConstructionN77TRUE,N77,0.000101933,0.000101933,0.000101933,0.000101933
F41,Construction,TRUE,F41,2012,LV,0.041319343,ConstructionN77TRUE,N77,0.041319343,0.041319343,0.041319343,0.041319343
F42,Construction,TRUE,F42,2012,LV,0.022377524,ConstructionN77TRUE,N77,0.022377524,0.022377524,0.022377524,0.022377524
F43,Construction,TRUE,F43,2012,LV,0.093440656,ConstructionN77TRUE,N77,0.093440656,0.093440656,0.093440656,0.093440656
M71,Construction,TRUE,M71,2012,LV,0.000984408,ConstructionN77TRUE,N77,0.000984408,0.000984408,0.000984408,0.000984408
N81,Construction,TRUE,N81,2012,LV,0.008806118,ConstructionN77TRUE,N77,0.008806118,0.008806118,0.008806118,0.008806118
C31,Construction,TRUE,C31,2012,LV,8.68E-05,ConstructionN77TRUE,N77,8.68E-05,8.68E-05,8.68E-05,8.68E-05
F41,Construction,TRUE,F41,2013,LV,0.038938482,ConstructionN77TRUE,N77,0.038938482,0.038938482,0.038938482,0.038938482
F42,Construction,TRUE,F42,2013,LV,0.023083045,ConstructionN77TRUE,N77,0.023083045,0.023083045,0.023083045,0.023083045
F43,Construction,TRUE,F43,2013,LV,0.092715842,ConstructionN77TRUE,N77,0.092715842,0.092715842,0.092715842,0.092715842
M71,Construction,TRUE,M71,2013,LV,0.004477239,ConstructionN77TRUE,N77,0.004477239,0.004477239,0.004477239,0.004477239
N81,Construction,TRUE,N81,2013,LV,0.007724996,ConstructionN77TRUE,N77,0.007724996,0.007724996,0.007724996,0.007724996
C31,Construction,TRUE,C31,2013,LV,0.00017649,ConstructionN77TRUE,N77,0.00017649,0.00017649,0.00017649,0.00017649
F41,Construction,TRUE,F41,2014,LV,0.038906607,ConstructionN77TRUE,N77,0.038906607,0.038906607,0.038906607,0.038906607
F42,Construction,TRUE,F42,2014,LV,0.024466757,ConstructionN77TRUE,N77,0.024466757,0.024466757,0.024466757,0.024466757
F43,Construction,TRUE,F43,2014,LV,0.097508067,ConstructionN77TRUE,N77,0.097508067,0.097508067,0.097508067,0.097508067
M71,Construction,TRUE,M71,2014,LV,0.004119074,ConstructionN77TRUE,N77,0.004119074,0.004119074,0.004119074,0.004119074
N81,Construction,TRUE,N81,2014,LV,0.007949474,ConstructionN77TRUE,N77,0.007949474,0.007949474,0.007949474,0.007949474
C31,Construction,TRUE,C31,2014,LV,0.000193383,ConstructionN77TRUE,N77,0.000193383,0.000193383,0.000193383,0.000193383
F41,Construction,TRUE,F41,2015,LV,0.038044659,ConstructionN77TRUE,N77,0.038044659,0.038044659,0.038044659,0.038044659
F42,Construction,TRUE,F42,2015,LV,0.023209188,ConstructionN77TRUE,N77,0.023209188,0.023209188,0.023209188,0.023209188
F43,Construction,TRUE,F43,2015,LV,0.096450708,ConstructionN77TRUE,N77,0.096450708,0.096450708,0.096450708,0.096450708
M71,Construction,TRUE,M71,2015,LV,0.003936432,ConstructionN77TRUE,N77,0.003936432,0.003936432,0.003936432,0.003936432
N81,Construction,TRUE,N81,2015,LV,0.009726991,ConstructionN77TRUE,N77,0.009726991,0.009726991,0.009726991,0.009726991
C31,Construction,TRUE,C31,2015,LV,0.000150138,ConstructionN77TRUE,N77,0.000150138,0.000150138,0.000150138,0.000150138
F41,Construction,TRUE,F41,2016,LV,0.032098935,ConstructionN77TRUE,N77,0.032098935,0.032098935,0.032098935,0.032098935
F42,Construction,TRUE,F42,2016,LV,0.017464066,ConstructionN77TRUE,N77,0.017464066,0.017464066,0.017464066,0.017464066
F43,Construction,TRUE,F43,2016,LV,0.077388053,ConstructionN77TRUE,N77,0.077388053,0.077388053,0.077388053,0.077388053
M71,Construction,TRUE,M71,2016,LV,0.00376628,ConstructionN77TRUE,N77,0.00376628,0.00376628,0.00376628,0.00376628
N81,Construction,TRUE,N81,2016,LV,0.008757623,ConstructionN77TRUE,N77,0.008757623,0.008757623,0.008757623,0.008757623
C31,Construction,TRUE,C31,2016,LV,0.000237082,ConstructionN77TRUE,N77,0.000237082,0.000237082,0.000237082,0.000237082
F41,Construction,TRUE,F41,2017,LV,0.035406593,ConstructionN77TRUE,N77,0.035406593,0.035406593,0.035406593,0.035406593
F42,Construction,TRUE,F42,2017,LV,0.020507191,ConstructionN77TRUE,N77,0.020507191,0.020507191,0.020507191,0.020507191
F43,Construction,TRUE,F43,2017,LV,0.083049884,ConstructionN77TRUE,N77,0.083049884,0.083049884,0.083049884,0.083049884
M71,Construction,TRUE,M71,2017,LV,0.003840063,ConstructionN77TRUE,N77,0.003840063,0.003840063,0.003840063,0.003840063
N81,Construction,TRUE,N81,2017,LV,0.008004254,ConstructionN77TRUE,N77,0.008004254,0.008004254,0.008004254,0.008004254
C31,Construction,TRUE,C31,2017,LV,0.000202403,ConstructionN77TRUE,N77,0.000202403,0.000202403,0.000202403,0.000202403
F41,Construction,TRUE,F41,2018,LV,0.040749871,ConstructionN77TRUE,N77,0.040749871,0.040749871,0.040749871,0.040749871
F42,Construction,TRUE,F42,2018,LV,0.021748732,ConstructionN77TRUE,N77,0.021748732,0.021748732,0.021748732,0.021748732
F43,Construction,TRUE,F43,2018,LV,0.089882221,ConstructionN77TRUE,N77,0.089882221,0.089882221,0.089882221,0.089882221
M71,Construction,TRUE,M71,2018,LV,0.004047889,ConstructionN77TRUE,N77,0.004047889,0.004047889,0.004047889,0.004047889
N81,Construction,TRUE,N81,2018,LV,0.006203777,ConstructionN77TRUE,N77,0.006203777,0.006203777,0.006203777,0.006203777
C31,Construction,TRUE,C31,2018,LV,0.000182854,ConstructionN77TRUE,N77,0.000182854,0.000182854,0.000182854,0.000182854
F41,Construction,TRUE,F41,2019,LV,0.038332818,ConstructionN77TRUE,N77,0.038332818,0.038332818,0.038332818,0.038332818
